product_name,rating,text,issues,date,source
Aveeno Daily Moisturizing Lotion,5,Holy grail product. Will repurchase forever.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,4,"Works well, not sure if I'll repurchase though.",,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,3,"It's okay, nothing special. Gets the job done.",,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,4,"Good product, but I've used better.",,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,4,Effective but took a few weeks to see results.,,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,2,Not worth the money. Didn't see any results.,acne,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,1,My skin is still recovering from this.,rash,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,3,"It's okay, nothing special. Gets the job done.",,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,4,"Really good product, works well but a bit pricey.",,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,4,Nice texture and absorbs quickly.,,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,2,Had a reaction to this product. Stopped using.,irritation,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,4,Solid moisturizer. Does what it says.,,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,4,"Good product, but I've used better.",,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,2,Made my skin feel dry and tight.,"acne,dryness",2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,3,"It's okay, nothing special. Gets the job done.",,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,1,Had an allergic reaction. Had to see a doctor.,sensitivity,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,1,My skin is still recovering from this.,rash,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,5,Perfect for sensitive skin. No irritation at all.,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,4,"Good product, but I've used better.",,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,4,"Really good product, works well but a bit pricey.",,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,3,"It's okay, nothing special. Gets the job done.",,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,3,"It's okay, nothing special. Gets the job done.",,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,1,Terrible! Gave me a rash all over my face.,"dryness,sensitivity",2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,4,Nice texture and absorbs quickly.,,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,4,"Good product, but I've used better.",,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,1,Terrible! Gave me a rash all over my face.,acne,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,4,"Works well, not sure if I'll repurchase though.",,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,4,Solid moisturizer. Does what it says.,,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,5,This cleanser is incredible. So gentle and effective.,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,3,Decent product. Not amazing but not terrible.,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,4,Nice texture and absorbs quickly.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,4,Nice texture and absorbs quickly.,,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,4,Nice texture and absorbs quickly.,,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,4,"Works well, not sure if I'll repurchase though.",,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,4,Effective but took a few weeks to see results.,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,2,Made my skin feel dry and tight.,irritation,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,2,Not great. Caused some redness on my face.,irritation,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,4,Solid moisturizer. Does what it says.,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,2,Disappointed. Didn't work as expected.,dryness,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,5,Holy grail product. Will repurchase forever.,,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,5,This cleanser is incredible. So gentle and effective.,,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,4,Solid moisturizer. Does what it says.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,2,Made my skin feel dry and tight.,"acne,irritation",2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,5,Holy grail product. Will repurchase forever.,,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,3,"Works fine, but I prefer other brands.",,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,4,Effective but took a few weeks to see results.,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,4,Solid moisturizer. Does what it says.,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,3,"Works fine, but I prefer other brands.",,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,2,Had a reaction to this product. Stopped using.,sensitivity,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,5,This cleanser is incredible. So gentle and effective.,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,5,Perfect for sensitive skin. No irritation at all.,,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,4,"Really good product, works well but a bit pricey.",,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,4,Nice texture and absorbs quickly.,,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,3,Average. Expected more based on reviews.,,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,2,Not great. Caused some redness on my face.,"dryness,irritation",2026-03-15,synthetic
Kiehl's Ultra Facial Cream,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,3,"Works fine, but I prefer other brands.",,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,3,"Works fine, but I prefer other brands.",,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,4,Effective but took a few weeks to see results.,,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,1,Had an allergic reaction. Had to see a doctor.,dryness,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,4,"Good product, but I've used better.",,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,5,Holy grail product. Will repurchase forever.,,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,3,Average. Expected more based on reviews.,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,4,Effective but took a few weeks to see results.,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,4,Nice texture and absorbs quickly.,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,5,Perfect for sensitive skin. No irritation at all.,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,5,Holy grail product. Will repurchase forever.,,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,3,Just okay. Won't buy again but didn't hate it.,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,3,Average. Expected more based on reviews.,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,3,Just okay. Won't buy again but didn't hate it.,,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,3,Average. Expected more based on reviews.,,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,4,Effective but took a few weeks to see results.,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,5,Perfect for sensitive skin. No irritation at all.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,3,Average. Expected more based on reviews.,,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,1,Caused burning and irritation immediately.,dryness,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,2,Had a reaction to this product. Stopped using.,dryness,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,4,"Good product, but I've used better.",,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,5,This cleanser is incredible. So gentle and effective.,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,4,"Good product, but I've used better.",,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,4,Effective but took a few weeks to see results.,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,5,This cleanser is incredible. So gentle and effective.,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,3,"It's okay, nothing special. Gets the job done.",,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,4,"Works well, not sure if I'll repurchase though.",,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,5,Holy grail product. Will repurchase forever.,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,5,This cleanser is incredible. So gentle and effective.,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,3,"It's okay, nothing special. Gets the job done.",,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,4,"Good product, but I've used better.",,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,4,Effective but took a few weeks to see results.,,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,4,"Good product, but I've used better.",,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,4,Effective but took a few weeks to see results.,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,2,Disappointed. Didn't work as expected.,"rash,acne",2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,4,Solid moisturizer. Does what it says.,,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,2,Had a reaction to this product. Stopped using.,acne,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,5,Holy grail product. Will repurchase forever.,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,5,This cleanser is incredible. So gentle and effective.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,2,Not great. Caused some redness on my face.,rash,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,4,Nice texture and absorbs quickly.,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,2,Not worth the money. Didn't see any results.,acne,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,5,This cleanser is incredible. So gentle and effective.,,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,2,Not worth the money. Didn't see any results.,irritation,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,5,This cleanser is incredible. So gentle and effective.,,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,1,This product caused severe breakouts. Avoid!,sensitivity,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,4,"Really good product, works well but a bit pricey.",,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,4,"Works well, not sure if I'll repurchase though.",,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,3,Decent product. Not amazing but not terrible.,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,5,Perfect for sensitive skin. No irritation at all.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,3,Just okay. Won't buy again but didn't hate it.,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,4,Solid moisturizer. Does what it says.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,2,Had a reaction to this product. Stopped using.,acne,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,3,"Works fine, but I prefer other brands.",,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,5,Perfect for sensitive skin. No irritation at all.,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,1,My skin is still recovering from this.,dryness,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,4,"Really good product, works well but a bit pricey.",,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,4,"Really good product, works well but a bit pricey.",,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,1,Worst product ever. Do not recommend.,acne,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,3,"It's okay, nothing special. Gets the job done.",,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,4,Solid moisturizer. Does what it says.,,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,4,Effective but took a few weeks to see results.,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,5,Holy grail product. Will repurchase forever.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,5,Holy grail product. Will repurchase forever.,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,2,Not worth the money. Didn't see any results.,irritation,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,4,"Really good product, works well but a bit pricey.",,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,2,Not great. Caused some redness on my face.,acne,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,4,"Really good product, works well but a bit pricey.",,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,4,Nice texture and absorbs quickly.,,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,5,Perfect for sensitive skin. No irritation at all.,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,5,Perfect for sensitive skin. No irritation at all.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,2,Not worth the money. Didn't see any results.,irritation,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,4,Effective but took a few weeks to see results.,,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,5,This cleanser is incredible. So gentle and effective.,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,1,Had an allergic reaction. Had to see a doctor.,irritation,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,2,Not great. Caused some redness on my face.,"sensitivity,rash",2026-03-15,synthetic
Kiehl's Ultra Facial Cream,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,5,Perfect for sensitive skin. No irritation at all.,,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,2,Made my skin feel dry and tight.,acne,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,5,This cleanser is incredible. So gentle and effective.,,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,4,"Good product, but I've used better.",,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,2,Made my skin feel dry and tight.,irritation,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,4,"Good product, but I've used better.",,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,5,Holy grail product. Will repurchase forever.,,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,4,Solid moisturizer. Does what it says.,,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,4,Nice texture and absorbs quickly.,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,5,This cleanser is incredible. So gentle and effective.,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,2,Had a reaction to this product. Stopped using.,acne,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,4,"Really good product, works well but a bit pricey.",,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,4,"Good product, but I've used better.",,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,5,Perfect for sensitive skin. No irritation at all.,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,3,Average. Expected more based on reviews.,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,4,"Good product, but I've used better.",,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,3,Average. Expected more based on reviews.,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,4,Effective but took a few weeks to see results.,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,4,Nice texture and absorbs quickly.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,4,"Works well, not sure if I'll repurchase though.",,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,5,Holy grail product. Will repurchase forever.,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,2,Not worth the money. Didn't see any results.,sensitivity,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,3,"It's okay, nothing special. Gets the job done.",,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,2,Made my skin feel dry and tight.,acne,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,5,Holy grail product. Will repurchase forever.,,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,5,Perfect for sensitive skin. No irritation at all.,,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,1,Had an allergic reaction. Had to see a doctor.,acne,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,2,Had a reaction to this product. Stopped using.,rash,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,2,Had a reaction to this product. Stopped using.,acne,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,5,⭐⭐⭐⭐⭐ Best moisturizer I've ever used.,,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,4,Nice texture and absorbs quickly.,,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,4,"Really good product, works well but a bit pricey.",,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,2,Not great. Caused some redness on my face.,irritation,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,1,My skin is still recovering from this.,"sensitivity,irritation",2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,3,"It's okay, nothing special. Gets the job done.",,2026-03-15,synthetic
Paula's Choice 2% BHA Exfoliant,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,4,Nice texture and absorbs quickly.,,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,5,This cleanser is incredible. So gentle and effective.,,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,1,Terrible! Gave me a rash all over my face.,sensitivity,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,1,Caused burning and irritation immediately.,"sensitivity,rash",2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,1,My skin is still recovering from this.,"dryness,sensitivity",2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,5,Holy grail product. Will repurchase forever.,,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,4,Nice texture and absorbs quickly.,,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,5,This cleanser is incredible. So gentle and effective.,,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,5,Holy grail product. Will repurchase forever.,,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,5,Life changing! My acne cleared up completely.,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,4,Effective but took a few weeks to see results.,,2026-03-15,synthetic
CeraVe Hydrating Facial Cleanser,5,Holy grail product. Will repurchase forever.,,2026-03-15,synthetic
La Roche-Posay Toleriane Double Repair Face Moisturizer,3,"It's okay, nothing special. Gets the job done.",,2026-03-15,synthetic
The Ordinary Niacinamide 10% + Zinc 1%,4,"Really good product, works well but a bit pricey.",,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,3,"Works fine, but I prefer other brands.",,2026-03-15,synthetic
Clinique Dramatically Different Moisturizing Gel,5,Love this product! My skin feels amazing.,,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,1,This product caused severe breakouts. Avoid!,"irritation,acne",2026-03-15,synthetic
Neutrogena Hydro Boost Water Gel,5,This cleanser is incredible. So gentle and effective.,,2026-03-15,synthetic
Kiehl's Ultra Facial Cream,4,Effective but took a few weeks to see results.,,2026-03-15,synthetic
Aveeno Daily Moisturizing Lotion,4,Solid moisturizer. Does what it says.,,2026-03-15,synthetic
Olay Regenerist Retinol 24 Night Moisturizer,5,My skin has never looked better. Thank you!,,2026-03-15,synthetic
Cetaphil Gentle Skin Cleanser,5,Holy grail product. Will repurchase forever.,,2026-03-15,synthetic
