product_name,rating,text,date,source
Gentle Foaming Face Wash,5,"My skin has never looked better, really happy with it.",2026-02-07,synthetic
Salicylic Acid Toner,5,"Best moisturiser I've used, no irritation at all.",2026-04-18,synthetic
Barrier Repair Moisturiser,5,"Best moisturiser I've used, no irritation at all.",2026-03-06,synthetic
Fragrance-Free Body Lotion,2,"Disappointed, gave me a couple of breakouts.",2026-04-28,synthetic
Gentle Foaming Face Wash,5,"Love this, my skin feels amazing after a week.",2026-04-12,synthetic
Salicylic Acid Toner,5,"Best moisturiser I've used, no irritation at all.",2026-04-23,synthetic
Niacinamide 10% Serum,5,"Best moisturiser I've used, no irritation at all.",2026-03-24,synthetic
Daily Mineral SPF 30,4,"Good overall, but I've used better.",2026-03-22,synthetic
Salicylic Acid Toner,5,"Best moisturiser I've used, no irritation at all.",2026-03-16,synthetic
Fragrance-Free Body Lotion,3,Works fine but I probably won't repurchase.,2026-03-04,synthetic
Gentle Foaming Face Wash,5,"My skin has never looked better, really happy with it.",2026-04-04,synthetic
Daily Mineral SPF 30,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-05-20,synthetic
Hydrating Gel Cleanser,5,"My skin has never looked better, really happy with it.",2026-02-23,synthetic
Gentle Foaming Face Wash,4,Really good product but a bit pricey.,2026-04-15,synthetic
Niacinamide 10% Serum,4,"Works well, took a few weeks to see results.",2026-03-03,synthetic
Niacinamide 10% Serum,5,"My skin has never looked better, really happy with it.",2026-04-07,synthetic
Fragrance-Free Body Lotion,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-04-13,synthetic
Salicylic Acid Toner,4,Really good product but a bit pricey.,2026-04-03,synthetic
Barrier Repair Moisturiser,3,"It's okay, nothing special.",2026-03-05,synthetic
Overnight Retinol Cream,4,Does what it says. Nice texture and absorbs quickly.,2026-06-15,synthetic
Salicylic Acid Toner,4,"Works well, took a few weeks to see results.",2026-04-21,synthetic
Barrier Repair Moisturiser,5,"Best moisturiser I've used, no irritation at all.",2026-02-26,synthetic
Daily Mineral SPF 30,4,"Good overall, but I've used better.",2026-04-06,synthetic
Niacinamide 10% Serum,5,"Best moisturiser I've used, no irritation at all.",2026-01-07,synthetic
Gentle Foaming Face Wash,4,"Good overall, but I've used better.",2026-01-22,synthetic
Niacinamide 10% Serum,5,"Best moisturiser I've used, no irritation at all.",2026-03-21,synthetic
Daily Mineral SPF 30,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-05-04,synthetic
Barrier Repair Moisturiser,5,"My skin has never looked better, really happy with it.",2026-06-28,synthetic
Barrier Repair Moisturiser,4,"Works well, took a few weeks to see results.",2026-01-12,synthetic
Barrier Repair Moisturiser,3,"It's okay, nothing special.",2026-03-29,synthetic
Niacinamide 10% Serum,4,Does what it says. Nice texture and absorbs quickly.,2026-05-13,synthetic
Niacinamide 10% Serum,5,"Best moisturiser I've used, no irritation at all.",2026-05-24,synthetic
Fragrance-Free Body Lotion,4,Does what it says. Nice texture and absorbs quickly.,2026-04-14,synthetic
Niacinamide 10% Serum,4,"Good overall, but I've used better.",2026-04-12,synthetic
Daily Mineral SPF 30,5,"My skin has never looked better, really happy with it.",2026-06-01,synthetic
Hydrating Gel Cleanser,4,Does what it says. Nice texture and absorbs quickly.,2026-02-22,synthetic
Barrier Repair Moisturiser,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-01-27,synthetic
Niacinamide 10% Serum,3,Average. Expected more based on the hype.,2026-03-25,synthetic
Barrier Repair Moisturiser,5,"Best moisturiser I've used, no irritation at all.",2026-06-21,synthetic
Overnight Retinol Cream,2,Didn't see any difference and it stings a little.,2026-06-06,synthetic
Barrier Repair Moisturiser,5,"Best moisturiser I've used, no irritation at all.",2026-04-01,synthetic
Niacinamide 10% Serum,3,Works fine but I probably won't repurchase.,2026-03-18,synthetic
Barrier Repair Moisturiser,2,"Disappointed, gave me a couple of breakouts.",2026-03-22,synthetic
Gentle Foaming Face Wash,5,"Love this, my skin feels amazing after a week.",2026-02-16,synthetic
Niacinamide 10% Serum,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-04-10,synthetic
Niacinamide 10% Serum,4,"Good overall, but I've used better.",2026-04-19,synthetic
Niacinamide 10% Serum,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-02-12,synthetic
Niacinamide 10% Serum,4,Does what it says. Nice texture and absorbs quickly.,2026-03-22,synthetic
Hydrating Gel Cleanser,3,Average. Expected more based on the hype.,2026-01-03,synthetic
Daily Mineral SPF 30,4,"Good overall, but I've used better.",2026-05-24,synthetic
Fragrance-Free Body Lotion,4,"Good overall, but I've used better.",2026-06-25,synthetic
Fragrance-Free Body Lotion,4,"Good overall, but I've used better.",2026-02-12,synthetic
Hydrating Gel Cleanser,5,So gentle and it actually works. Will buy again.,2026-03-16,synthetic
Daily Mineral SPF 30,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-03-15,synthetic
Fragrance-Free Body Lotion,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-05-07,synthetic
Barrier Repair Moisturiser,4,Really good product but a bit pricey.,2026-03-10,synthetic
Overnight Retinol Cream,3,Works fine but I probably won't repurchase.,2026-01-11,synthetic
Fragrance-Free Body Lotion,3,Works fine but I probably won't repurchase.,2026-02-25,synthetic
Barrier Repair Moisturiser,1,"Broke me out badly, had to stop using it.",2026-03-18,synthetic
Hydrating Gel Cleanser,2,Didn't see any difference and it stings a little.,2026-03-09,synthetic
Barrier Repair Moisturiser,5,"My skin has never looked better, really happy with it.",2026-01-31,synthetic
Daily Mineral SPF 30,3,"It's okay, nothing special.",2026-05-31,synthetic
Salicylic Acid Toner,4,Does what it says. Nice texture and absorbs quickly.,2026-06-07,synthetic
Daily Mineral SPF 30,5,So gentle and it actually works. Will buy again.,2026-01-16,synthetic
Gentle Foaming Face Wash,4,Does what it says. Nice texture and absorbs quickly.,2026-03-24,synthetic
Gentle Foaming Face Wash,1,Burning and irritation straight away.,2026-05-27,synthetic
Barrier Repair Moisturiser,5,So gentle and it actually works. Will buy again.,2026-04-16,synthetic
Gentle Foaming Face Wash,2,"Disappointed, gave me a couple of breakouts.",2026-06-29,synthetic
Daily Mineral SPF 30,2,"Disappointed, gave me a couple of breakouts.",2026-03-24,synthetic
Salicylic Acid Toner,3,Average. Expected more based on the hype.,2026-02-06,synthetic
Gentle Foaming Face Wash,4,"Good overall, but I've used better.",2026-04-07,synthetic
Barrier Repair Moisturiser,4,"Good overall, but I've used better.",2026-05-12,synthetic
Overnight Retinol Cream,3,Average. Expected more based on the hype.,2026-05-05,synthetic
Hydrating Gel Cleanser,5,"Love this, my skin feels amazing after a week.",2026-04-28,synthetic
Overnight Retinol Cream,4,Really good product but a bit pricey.,2026-05-17,synthetic
Salicylic Acid Toner,5,So gentle and it actually works. Will buy again.,2026-05-07,synthetic
Gentle Foaming Face Wash,5,"Best moisturiser I've used, no irritation at all.",2026-05-21,synthetic
Fragrance-Free Body Lotion,4,"Works well, took a few weeks to see results.",2026-06-24,synthetic
Hydrating Gel Cleanser,3,"It's okay, nothing special.",2026-06-10,synthetic
Fragrance-Free Body Lotion,3,"It's okay, nothing special.",2026-02-01,synthetic
Niacinamide 10% Serum,2,Didn't see any difference and it stings a little.,2026-04-27,synthetic
Salicylic Acid Toner,5,So gentle and it actually works. Will buy again.,2026-06-26,synthetic
Gentle Foaming Face Wash,2,"Disappointed, gave me a couple of breakouts.",2026-03-12,synthetic
Overnight Retinol Cream,5,"Best moisturiser I've used, no irritation at all.",2026-01-22,synthetic
Niacinamide 10% Serum,5,"Love this, my skin feels amazing after a week.",2026-04-12,synthetic
Daily Mineral SPF 30,4,"Good overall, but I've used better.",2026-06-17,synthetic
Barrier Repair Moisturiser,5,"Love this, my skin feels amazing after a week.",2026-02-24,synthetic
Niacinamide 10% Serum,4,Does what it says. Nice texture and absorbs quickly.,2026-05-13,synthetic
Hydrating Gel Cleanser,4,Really good product but a bit pricey.,2026-06-28,synthetic
Barrier Repair Moisturiser,5,"My skin has never looked better, really happy with it.",2026-06-27,synthetic
Barrier Repair Moisturiser,5,So gentle and it actually works. Will buy again.,2026-04-09,synthetic
Barrier Repair Moisturiser,5,"Love this, my skin feels amazing after a week.",2026-03-22,synthetic
Gentle Foaming Face Wash,5,So gentle and it actually works. Will buy again.,2026-04-08,synthetic
Niacinamide 10% Serum,3,Works fine but I probably won't repurchase.,2026-06-23,synthetic
Hydrating Gel Cleanser,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-06-16,synthetic
Overnight Retinol Cream,5,So gentle and it actually works. Will buy again.,2026-06-10,synthetic
Salicylic Acid Toner,3,Works fine but I probably won't repurchase.,2026-06-25,synthetic
Daily Mineral SPF 30,4,Really good product but a bit pricey.,2026-01-26,synthetic
Barrier Repair Moisturiser,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-04-09,synthetic
Salicylic Acid Toner,5,"Best moisturiser I've used, no irritation at all.",2026-02-05,synthetic
Barrier Repair Moisturiser,5,So gentle and it actually works. Will buy again.,2026-05-22,synthetic
Gentle Foaming Face Wash,4,Really good product but a bit pricey.,2026-06-18,synthetic
Daily Mineral SPF 30,2,"Disappointed, gave me a couple of breakouts.",2026-04-11,synthetic
Hydrating Gel Cleanser,5,So gentle and it actually works. Will buy again.,2026-05-07,synthetic
Daily Mineral SPF 30,5,"My skin has never looked better, really happy with it.",2026-06-13,synthetic
Hydrating Gel Cleanser,4,"Works well, took a few weeks to see results.",2026-03-23,synthetic
Salicylic Acid Toner,5,"Best moisturiser I've used, no irritation at all.",2026-05-20,synthetic
Fragrance-Free Body Lotion,4,Really good product but a bit pricey.,2026-01-05,synthetic
Hydrating Gel Cleanser,4,"Works well, took a few weeks to see results.",2026-02-25,synthetic
Hydrating Gel Cleanser,5,"My skin has never looked better, really happy with it.",2026-05-10,synthetic
Salicylic Acid Toner,5,"My skin has never looked better, really happy with it.",2026-06-29,synthetic
Niacinamide 10% Serum,4,"Works well, took a few weeks to see results.",2026-01-22,synthetic
Daily Mineral SPF 30,5,So gentle and it actually works. Will buy again.,2026-05-18,synthetic
Barrier Repair Moisturiser,5,"Best moisturiser I've used, no irritation at all.",2026-06-28,synthetic
Daily Mineral SPF 30,4,Really good product but a bit pricey.,2026-03-04,synthetic
Salicylic Acid Toner,5,"Love this, my skin feels amazing after a week.",2026-04-27,synthetic
Hydrating Gel Cleanser,4,"Works well, took a few weeks to see results.",2026-06-20,synthetic
Niacinamide 10% Serum,3,"It's okay, nothing special.",2026-01-04,synthetic
Hydrating Gel Cleanser,3,"It's okay, nothing special.",2026-05-08,synthetic
Gentle Foaming Face Wash,1,"Broke me out badly, had to stop using it.",2026-04-06,synthetic
Gentle Foaming Face Wash,5,"Love this, my skin feels amazing after a week.",2026-01-08,synthetic
Salicylic Acid Toner,5,"Best moisturiser I've used, no irritation at all.",2026-05-15,synthetic
Barrier Repair Moisturiser,5,"My skin has never looked better, really happy with it.",2026-04-27,synthetic
Hydrating Gel Cleanser,4,"Good overall, but I've used better.",2026-05-26,synthetic
Niacinamide 10% Serum,5,"Best moisturiser I've used, no irritation at all.",2026-01-27,synthetic
Barrier Repair Moisturiser,2,"Disappointed, gave me a couple of breakouts.",2026-05-11,synthetic
Hydrating Gel Cleanser,5,So gentle and it actually works. Will buy again.,2026-01-12,synthetic
Salicylic Acid Toner,4,Does what it says. Nice texture and absorbs quickly.,2026-02-15,synthetic
Hydrating Gel Cleanser,2,Didn't see any difference and it stings a little.,2026-02-27,synthetic
Salicylic Acid Toner,5,"Best moisturiser I've used, no irritation at all.",2026-03-11,synthetic
Overnight Retinol Cream,3,"It's okay, nothing special.",2026-05-09,synthetic
Hydrating Gel Cleanser,4,Does what it says. Nice texture and absorbs quickly.,2026-02-27,synthetic
Hydrating Gel Cleanser,3,Average. Expected more based on the hype.,2026-01-18,synthetic
Gentle Foaming Face Wash,2,Caused some redness around my nose.,2026-03-25,synthetic
Fragrance-Free Body Lotion,5,"Love this, my skin feels amazing after a week.",2026-04-05,synthetic
Gentle Foaming Face Wash,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-03-04,synthetic
Fragrance-Free Body Lotion,4,Does what it says. Nice texture and absorbs quickly.,2026-05-20,synthetic
Daily Mineral SPF 30,3,"It's okay, nothing special.",2026-01-02,synthetic
Hydrating Gel Cleanser,2,"Disappointed, gave me a couple of breakouts.",2026-05-19,synthetic
Hydrating Gel Cleanser,5,"Best moisturiser I've used, no irritation at all.",2026-01-01,synthetic
Salicylic Acid Toner,3,Works fine but I probably won't repurchase.,2026-03-20,synthetic
Daily Mineral SPF 30,5,"My skin has never looked better, really happy with it.",2026-05-06,synthetic
Niacinamide 10% Serum,1,Burning and irritation straight away.,2026-01-24,synthetic
Daily Mineral SPF 30,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-04-16,synthetic
Overnight Retinol Cream,3,Average. Expected more based on the hype.,2026-01-22,synthetic
Niacinamide 10% Serum,4,"Good overall, but I've used better.",2026-01-20,synthetic
Hydrating Gel Cleanser,4,"Good overall, but I've used better.",2026-06-19,synthetic
Daily Mineral SPF 30,1,Burning and irritation straight away.,2026-03-08,synthetic
Salicylic Acid Toner,2,Caused some redness around my nose.,2026-03-23,synthetic
Daily Mineral SPF 30,4,Really good product but a bit pricey.,2026-02-21,synthetic
Barrier Repair Moisturiser,5,So gentle and it actually works. Will buy again.,2026-01-28,synthetic
Fragrance-Free Body Lotion,5,"Best moisturiser I've used, no irritation at all.",2026-04-15,synthetic
Overnight Retinol Cream,5,So gentle and it actually works. Will buy again.,2026-04-26,synthetic
Gentle Foaming Face Wash,5,"Love this, my skin feels amazing after a week.",2026-01-24,synthetic
Gentle Foaming Face Wash,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-01-11,synthetic
Overnight Retinol Cream,5,So gentle and it actually works. Will buy again.,2026-01-24,synthetic
Overnight Retinol Cream,3,Average. Expected more based on the hype.,2026-05-12,synthetic
Gentle Foaming Face Wash,5,"Best moisturiser I've used, no irritation at all.",2026-02-14,synthetic
Salicylic Acid Toner,5,"My skin has never looked better, really happy with it.",2026-05-23,synthetic
Daily Mineral SPF 30,3,"It's okay, nothing special.",2026-04-29,synthetic
Niacinamide 10% Serum,5,"Love this, my skin feels amazing after a week.",2026-01-04,synthetic
Daily Mineral SPF 30,5,So gentle and it actually works. Will buy again.,2026-02-20,synthetic
Overnight Retinol Cream,3,Works fine but I probably won't repurchase.,2026-06-11,synthetic
Barrier Repair Moisturiser,2,Caused some redness around my nose.,2026-01-20,synthetic
Barrier Repair Moisturiser,5,So gentle and it actually works. Will buy again.,2026-06-15,synthetic
Niacinamide 10% Serum,4,Really good product but a bit pricey.,2026-03-26,synthetic
Fragrance-Free Body Lotion,5,"Love this, my skin feels amazing after a week.",2026-02-13,synthetic
Salicylic Acid Toner,2,Didn't see any difference and it stings a little.,2026-05-08,synthetic
Salicylic Acid Toner,5,So gentle and it actually works. Will buy again.,2026-04-01,synthetic
Niacinamide 10% Serum,5,"Best moisturiser I've used, no irritation at all.",2026-03-13,synthetic
Niacinamide 10% Serum,4,Really good product but a bit pricey.,2026-06-07,synthetic
Daily Mineral SPF 30,4,"Works well, took a few weeks to see results.",2026-05-08,synthetic
Fragrance-Free Body Lotion,4,Really good product but a bit pricey.,2026-01-23,synthetic
Niacinamide 10% Serum,5,"My skin has never looked better, really happy with it.",2026-02-21,synthetic
Daily Mineral SPF 30,4,Really good product but a bit pricey.,2026-04-08,synthetic
Overnight Retinol Cream,3,Average. Expected more based on the hype.,2026-05-20,synthetic
Overnight Retinol Cream,3,Works fine but I probably won't repurchase.,2026-05-09,synthetic
Gentle Foaming Face Wash,5,So gentle and it actually works. Will buy again.,2026-01-07,synthetic
Daily Mineral SPF 30,5,"Love this, my skin feels amazing after a week.",2026-03-13,synthetic
Fragrance-Free Body Lotion,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-04-02,synthetic
Daily Mineral SPF 30,3,"It's okay, nothing special.",2026-01-26,synthetic
Daily Mineral SPF 30,5,"Best moisturiser I've used, no irritation at all.",2026-05-17,synthetic
Hydrating Gel Cleanser,3,"It's okay, nothing special.",2026-05-28,synthetic
Salicylic Acid Toner,3,Average. Expected more based on the hype.,2026-02-14,synthetic
Overnight Retinol Cream,5,"Best moisturiser I've used, no irritation at all.",2026-06-01,synthetic
Overnight Retinol Cream,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-05-25,synthetic
Daily Mineral SPF 30,5,"My skin has never looked better, really happy with it.",2026-05-19,synthetic
Fragrance-Free Body Lotion,5,"Love this, my skin feels amazing after a week.",2026-01-24,synthetic
Daily Mineral SPF 30,5,"Love this, my skin feels amazing after a week.",2026-05-15,synthetic
Overnight Retinol Cream,4,Does what it says. Nice texture and absorbs quickly.,2026-02-03,synthetic
Niacinamide 10% Serum,5,"Best moisturiser I've used, no irritation at all.",2026-01-16,synthetic
Niacinamide 10% Serum,5,"Love this, my skin feels amazing after a week.",2026-05-15,synthetic
Barrier Repair Moisturiser,2,Caused some redness around my nose.,2026-06-19,synthetic
Barrier Repair Moisturiser,5,"Best moisturiser I've used, no irritation at all.",2026-03-19,synthetic
Niacinamide 10% Serum,5,"My skin has never looked better, really happy with it.",2026-06-13,synthetic
Overnight Retinol Cream,1,"Broke me out badly, had to stop using it.",2026-05-24,synthetic
Overnight Retinol Cream,4,Does what it says. Nice texture and absorbs quickly.,2026-06-20,synthetic
Niacinamide 10% Serum,4,"Good overall, but I've used better.",2026-03-20,synthetic
Gentle Foaming Face Wash,3,"It's okay, nothing special.",2026-02-15,synthetic
Salicylic Acid Toner,3,Works fine but I probably won't repurchase.,2026-01-09,synthetic
Overnight Retinol Cream,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-02-26,synthetic
Barrier Repair Moisturiser,4,"Good overall, but I've used better.",2026-02-06,synthetic
Barrier Repair Moisturiser,5,So gentle and it actually works. Will buy again.,2026-03-30,synthetic
Niacinamide 10% Serum,1,"Terrible, gave me a rash across my cheeks.",2026-06-21,synthetic
Overnight Retinol Cream,4,"Good overall, but I've used better.",2026-01-03,synthetic
Daily Mineral SPF 30,5,"Love this, my skin feels amazing after a week.",2026-03-31,synthetic
Barrier Repair Moisturiser,5,"Love this, my skin feels amazing after a week.",2026-01-13,synthetic
Salicylic Acid Toner,5,So gentle and it actually works. Will buy again.,2026-04-16,synthetic
Salicylic Acid Toner,4,"Works well, took a few weeks to see results.",2026-05-20,synthetic
Fragrance-Free Body Lotion,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-06-16,synthetic
Daily Mineral SPF 30,3,"It's okay, nothing special.",2026-04-26,synthetic
Hydrating Gel Cleanser,5,"Best moisturiser I've used, no irritation at all.",2026-01-06,synthetic
Barrier Repair Moisturiser,5,"Love this, my skin feels amazing after a week.",2026-03-29,synthetic
Salicylic Acid Toner,5,So gentle and it actually works. Will buy again.,2026-01-20,synthetic
Barrier Repair Moisturiser,4,"Works well, took a few weeks to see results.",2026-06-02,synthetic
Fragrance-Free Body Lotion,1,"Terrible, gave me a rash across my cheeks.",2026-04-21,synthetic
Niacinamide 10% Serum,2,Didn't see any difference and it stings a little.,2026-02-10,synthetic
Overnight Retinol Cream,5,So gentle and it actually works. Will buy again.,2026-02-18,synthetic
Gentle Foaming Face Wash,4,"Works well, took a few weeks to see results.",2026-03-18,synthetic
Hydrating Gel Cleanser,5,"My skin has never looked better, really happy with it.",2026-05-27,synthetic
Fragrance-Free Body Lotion,4,Does what it says. Nice texture and absorbs quickly.,2026-01-14,synthetic
Salicylic Acid Toner,5,"Love this, my skin feels amazing after a week.",2026-03-17,synthetic
Fragrance-Free Body Lotion,3,"It's okay, nothing special.",2026-01-25,synthetic
Niacinamide 10% Serum,5,"Best moisturiser I've used, no irritation at all.",2026-01-21,synthetic
Barrier Repair Moisturiser,4,"Works well, took a few weeks to see results.",2026-04-12,synthetic
Gentle Foaming Face Wash,4,Really good product but a bit pricey.,2026-06-14,synthetic
Niacinamide 10% Serum,4,"Works well, took a few weeks to see results.",2026-04-08,synthetic
Fragrance-Free Body Lotion,5,"Love this, my skin feels amazing after a week.",2026-03-09,synthetic
Gentle Foaming Face Wash,4,Does what it says. Nice texture and absorbs quickly.,2026-03-10,synthetic
Niacinamide 10% Serum,4,Really good product but a bit pricey.,2026-01-22,synthetic
Salicylic Acid Toner,4,Does what it says. Nice texture and absorbs quickly.,2026-05-22,synthetic
Salicylic Acid Toner,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-04-18,synthetic
Fragrance-Free Body Lotion,1,"Broke me out badly, had to stop using it.",2026-05-02,synthetic
Salicylic Acid Toner,5,"Love this, my skin feels amazing after a week.",2026-05-09,synthetic
Niacinamide 10% Serum,4,Really good product but a bit pricey.,2026-04-25,synthetic
Niacinamide 10% Serum,5,So gentle and it actually works. Will buy again.,2026-02-19,synthetic
Salicylic Acid Toner,5,"Love this, my skin feels amazing after a week.",2026-06-24,synthetic
Niacinamide 10% Serum,4,"Works well, took a few weeks to see results.",2026-03-23,synthetic
Barrier Repair Moisturiser,2,"Not great, it left my skin feeling dry and tight.",2026-04-10,synthetic
Overnight Retinol Cream,4,"Works well, took a few weeks to see results.",2026-05-14,synthetic
Hydrating Gel Cleanser,4,"Good overall, but I've used better.",2026-01-29,synthetic
Niacinamide 10% Serum,4,Really good product but a bit pricey.,2026-01-28,synthetic
Barrier Repair Moisturiser,4,"Works well, took a few weeks to see results.",2026-05-18,synthetic
Salicylic Acid Toner,2,Caused some redness around my nose.,2026-04-09,synthetic
Fragrance-Free Body Lotion,4,Really good product but a bit pricey.,2026-02-14,synthetic
Niacinamide 10% Serum,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-06-05,synthetic
Salicylic Acid Toner,4,Really good product but a bit pricey.,2026-04-12,synthetic
Overnight Retinol Cream,2,"Disappointed, gave me a couple of breakouts.",2026-01-13,synthetic
Gentle Foaming Face Wash,3,Average. Expected more based on the hype.,2026-01-06,synthetic
Gentle Foaming Face Wash,5,"Best moisturiser I've used, no irritation at all.",2026-03-13,synthetic
Barrier Repair Moisturiser,3,"It's okay, nothing special.",2026-02-04,synthetic
Fragrance-Free Body Lotion,5,"Best moisturiser I've used, no irritation at all.",2026-03-10,synthetic
Barrier Repair Moisturiser,3,"It's okay, nothing special.",2026-04-24,synthetic
Salicylic Acid Toner,5,"My skin has never looked better, really happy with it.",2026-05-13,synthetic
Hydrating Gel Cleanser,2,"Disappointed, gave me a couple of breakouts.",2026-01-17,synthetic
Salicylic Acid Toner,5,So gentle and it actually works. Will buy again.,2026-05-15,synthetic
Hydrating Gel Cleanser,2,"Disappointed, gave me a couple of breakouts.",2026-02-19,synthetic
Daily Mineral SPF 30,2,"Not great, it left my skin feeling dry and tight.",2026-03-05,synthetic
Hydrating Gel Cleanser,5,"Best moisturiser I've used, no irritation at all.",2026-02-20,synthetic
Fragrance-Free Body Lotion,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-04-12,synthetic
Barrier Repair Moisturiser,4,Really good product but a bit pricey.,2026-03-03,synthetic
Fragrance-Free Body Lotion,5,So gentle and it actually works. Will buy again.,2026-05-02,synthetic
Overnight Retinol Cream,4,"Works well, took a few weeks to see results.",2026-02-11,synthetic
Gentle Foaming Face Wash,3,Works fine but I probably won't repurchase.,2026-06-26,synthetic
Hydrating Gel Cleanser,5,"My skin has never looked better, really happy with it.",2026-01-13,synthetic
Daily Mineral SPF 30,5,So gentle and it actually works. Will buy again.,2026-06-15,synthetic
Daily Mineral SPF 30,5,"Best moisturiser I've used, no irritation at all.",2026-06-16,synthetic
Hydrating Gel Cleanser,4,Really good product but a bit pricey.,2026-05-02,synthetic
Niacinamide 10% Serum,2,"Not great, it left my skin feeling dry and tight.",2026-02-27,synthetic
Gentle Foaming Face Wash,5,"Best moisturiser I've used, no irritation at all.",2026-04-19,synthetic
Overnight Retinol Cream,2,Didn't see any difference and it stings a little.,2026-03-06,synthetic
Gentle Foaming Face Wash,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-06-09,synthetic
Barrier Repair Moisturiser,5,"Love this, my skin feels amazing after a week.",2026-05-11,synthetic
Overnight Retinol Cream,1,Burning and irritation straight away.,2026-03-18,synthetic
Fragrance-Free Body Lotion,4,Really good product but a bit pricey.,2026-03-28,synthetic
Overnight Retinol Cream,1,Burning and irritation straight away.,2026-03-08,synthetic
Gentle Foaming Face Wash,4,Does what it says. Nice texture and absorbs quickly.,2026-02-08,synthetic
Daily Mineral SPF 30,4,Really good product but a bit pricey.,2026-06-03,synthetic
Overnight Retinol Cream,4,Does what it says. Nice texture and absorbs quickly.,2026-01-07,synthetic
Gentle Foaming Face Wash,4,"Works well, took a few weeks to see results.",2026-04-18,synthetic
Hydrating Gel Cleanser,4,Does what it says. Nice texture and absorbs quickly.,2026-03-29,synthetic
Daily Mineral SPF 30,3,Works fine but I probably won't repurchase.,2026-05-17,synthetic
Fragrance-Free Body Lotion,4,"Works well, took a few weeks to see results.",2026-05-10,synthetic
Niacinamide 10% Serum,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-02-16,synthetic
Fragrance-Free Body Lotion,5,So gentle and it actually works. Will buy again.,2026-03-08,synthetic
Niacinamide 10% Serum,3,Works fine but I probably won't repurchase.,2026-03-27,synthetic
Daily Mineral SPF 30,4,"Works well, took a few weeks to see results.",2026-02-27,synthetic
Gentle Foaming Face Wash,3,Average. Expected more based on the hype.,2026-03-26,synthetic
Gentle Foaming Face Wash,5,"My skin has never looked better, really happy with it.",2026-01-31,synthetic
Barrier Repair Moisturiser,4,"Good overall, but I've used better.",2026-02-19,synthetic
Salicylic Acid Toner,4,"Works well, took a few weeks to see results.",2026-04-16,synthetic
Niacinamide 10% Serum,5,So gentle and it actually works. Will buy again.,2026-02-21,synthetic
Fragrance-Free Body Lotion,5,So gentle and it actually works. Will buy again.,2026-03-22,synthetic
Niacinamide 10% Serum,2,"Not great, it left my skin feeling dry and tight.",2026-05-05,synthetic
Niacinamide 10% Serum,5,"Best moisturiser I've used, no irritation at all.",2026-06-12,synthetic
Fragrance-Free Body Lotion,5,"Best moisturiser I've used, no irritation at all.",2026-02-23,synthetic
Niacinamide 10% Serum,3,Works fine but I probably won't repurchase.,2026-02-10,synthetic
Barrier Repair Moisturiser,4,Does what it says. Nice texture and absorbs quickly.,2026-06-07,synthetic
Salicylic Acid Toner,4,"Good overall, but I've used better.",2026-04-20,synthetic
Salicylic Acid Toner,1,"Terrible, gave me a rash across my cheeks.",2026-01-10,synthetic
Overnight Retinol Cream,4,Really good product but a bit pricey.,2026-03-24,synthetic
Daily Mineral SPF 30,3,"It's okay, nothing special.",2026-06-23,synthetic
Daily Mineral SPF 30,5,So gentle and it actually works. Will buy again.,2026-06-27,synthetic
Gentle Foaming Face Wash,2,"Disappointed, gave me a couple of breakouts.",2026-01-27,synthetic
Gentle Foaming Face Wash,5,So gentle and it actually works. Will buy again.,2026-01-17,synthetic
Gentle Foaming Face Wash,3,Average. Expected more based on the hype.,2026-04-27,synthetic
Overnight Retinol Cream,3,Average. Expected more based on the hype.,2026-06-25,synthetic
Overnight Retinol Cream,1,"Had an allergic reaction, avoid if you're sensitive.",2026-04-02,synthetic
Niacinamide 10% Serum,3,Average. Expected more based on the hype.,2026-01-05,synthetic
Niacinamide 10% Serum,5,So gentle and it actually works. Will buy again.,2026-01-06,synthetic
Niacinamide 10% Serum,4,Really good product but a bit pricey.,2026-04-04,synthetic
Hydrating Gel Cleanser,3,Average. Expected more based on the hype.,2026-06-13,synthetic
Hydrating Gel Cleanser,5,"Perfect for my sensitive skin, no reaction whatsoever.",2026-01-13,synthetic
Hydrating Gel Cleanser,4,Really good product but a bit pricey.,2026-06-26,synthetic
